n,k,k_type,heuristic_time,heuristic_result
16,62,k,0.000442028,TRUE
16,31,k/2,0.000509262,TRUE
16,36,random,0.000602007,TRUE
16,0,0,0.000401735,FALSE
16,63,k,0.000365019,TRUE
16,31,k/2,0.00051403,TRUE
16,15,random,0.000442028,FALSE
16,0,0,0.000558138,FALSE
16,61,k,0.00035882,TRUE
16,30,k/2,0.00025773,TRUE
16,40,random,0.000510931,TRUE
16,0,0,0.000501156,FALSE
16,59,k,0.000763893,TRUE
16,29,k/2,0.000391245,TRUE
16,48,random,0.000370741,TRUE
16,0,0,0.000571966,FALSE
16,61,k,0.000309944,TRUE
16,30,k/2,0.000553846,TRUE
16,18,random,0.000479937,FALSE
16,0,0,0.00087285,FALSE
16,60,k,0.000524044,TRUE
16,30,k/2,0.000643969,TRUE
16,53,random,0.000537872,TRUE
16,0,0,0.000916004,FALSE
16,58,k,0.000784874,TRUE
16,29,k/2,0.001062155,TRUE
16,31,random,0.00053525,TRUE
16,0,0,0.000769854,FALSE
16,69,k,0.000445843,TRUE
16,34,k/2,0.000416994,TRUE
16,55,random,0.000328064,TRUE
16,0,0,0.000451088,FALSE
16,56,k,0.000363111,TRUE
16,28,k/2,0.00043869,TRUE
16,39,random,0.000357866,TRUE
16,0,0,0.000617027,FALSE
16,58,k,0.001185894,TRUE
16,29,k/2,0.00084877,TRUE
16,29,random,0.000378847,TRUE
16,0,0,0.000368118,FALSE
16,59,k,0.000333071,TRUE
16,29,k/2,0.000551224,TRUE
16,47,random,0.000708818,TRUE
16,0,0,0.000437021,FALSE
16,60,k,0.00036025,TRUE
16,30,k/2,0.000761271,TRUE
16,8,random,0.000366211,FALSE
16,0,0,0.000365019,FALSE
16,59,k,0.000441074,TRUE
16,29,k/2,0.000247955,TRUE
16,12,random,0.000329971,FALSE
16,0,0,0.000420094,FALSE
16,62,k,0.000431061,TRUE
16,31,k/2,0.000381947,TRUE
16,1,random,0.000673056,FALSE
16,0,0,0.000437975,FALSE
16,62,k,0.00041604,TRUE
16,31,k/2,0.000420094,TRUE
16,34,random,0.000427961,TRUE
16,0,0,0.0004282,FALSE
16,67,k,0.000417948,TRUE
16,33,k/2,0.000407219,TRUE
16,8,random,0.000352144,FALSE
16,0,0,0.000359058,FALSE
16,53,k,0.000407934,TRUE
16,26,k/2,0.000674009,TRUE
16,53,random,0.000265837,TRUE
16,0,0,0.000643253,FALSE
16,53,k,0.000799179,TRUE
16,26,k/2,0.000561953,TRUE
16,38,random,0.000362873,TRUE
16,0,0,0.000380993,FALSE
16,56,k,0.000481129,TRUE
16,28,k/2,0.000441074,TRUE
16,37,random,0.000352859,TRUE
16,0,0,0.000446081,FALSE
16,58,k,0.000437975,TRUE
16,29,k/2,0.000674963,TRUE
16,40,random,0.000504017,TRUE
16,0,0,0.000575066,FALSE
16,55,k,0.000418186,TRUE
16,27,k/2,0.000248909,TRUE
16,36,random,0.000451803,TRUE
16,0,0,0.000562906,FALSE
16,55,k,0.000350237,TRUE
16,27,k/2,0.000464916,TRUE
16,51,random,0.000431061,TRUE
16,0,0,0.000438213,FALSE
16,63,k,0.00052619,TRUE
16,31,k/2,0.000658035,TRUE
16,6,random,0.000402212,FALSE
16,0,0,0.000368834,FALSE
16,60,k,0.000468969,TRUE
16,30,k/2,0.000435352,TRUE
16,55,random,0.000464916,TRUE
16,0,0,0.000479937,FALSE
16,60,k,0.000322104,TRUE
16,30,k/2,0.000384092,TRUE
16,4,random,0.000629187,FALSE
16,0,0,0.000459909,FALSE
16,55,k,0.000537872,TRUE
16,27,k/2,0.000355005,TRUE
16,26,random,0.000575304,TRUE
16,0,0,0.000509977,FALSE
16,52,k,0.000427008,TRUE
16,26,k/2,0.000411034,TRUE
16,51,random,0.000483036,TRUE
16,0,0,0.000295877,FALSE
16,64,k,0.000323772,TRUE
16,32,k/2,0.000348806,TRUE
16,40,random,0.000427961,TRUE
16,0,0,0.000452042,FALSE
16,47,k,0.000487089,TRUE
16,23,k/2,0.000916004,TRUE
16,42,random,0.000551224,TRUE
16,0,0,0.00037694,FALSE
16,64,k,0.000639439,TRUE
16,32,k/2,0.000526905,TRUE
16,62,random,0.000597954,TRUE
16,0,0,0.000445843,FALSE
16,52,k,0.000454187,TRUE
16,26,k/2,0.000337362,TRUE
16,38,random,0.000354052,TRUE
16,0,0,0.000477314,FALSE
16,69,k,0.000536919,TRUE
16,34,k/2,0.000588894,TRUE
16,41,random,0.000550985,TRUE
16,0,0,0.000365019,FALSE
16,54,k,0.000357866,TRUE
16,27,k/2,0.000380993,TRUE
16,53,random,0.000335932,TRUE
16,0,0,0.000464916,FALSE
16,65,k,0.000406027,TRUE
16,32,k/2,0.000319242,TRUE
16,33,random,0.000470161,TRUE
16,0,0,0.000479937,FALSE
16,47,k,0.000404119,TRUE
16,23,k/2,0.000362873,TRUE
16,33,random,0.000401974,TRUE
16,0,0,0.000535011,FALSE
16,67,k,0.000563145,TRUE
16,33,k/2,0.000523806,TRUE
16,59,random,0.000320911,TRUE
16,0,0,0.000583887,FALSE
16,47,k,0.000579119,TRUE
16,23,k/2,0.000497818,TRUE
16,28,random,0.000402212,TRUE
16,0,0,0.000536919,FALSE
16,62,k,0.000446796,TRUE
16,31,k/2,0.000522137,TRUE
16,54,random,0.000406742,TRUE
16,0,0,0.000375986,FALSE
16,55,k,0.000528812,TRUE
16,27,k/2,0.000468969,TRUE
16,21,random,0.000335693,FALSE
16,0,0,0.000571728,FALSE
16,67,k,0.000794172,TRUE
16,33,k/2,0.000522137,TRUE
16,29,random,0.000581026,TRUE
16,0,0,0.000422955,FALSE
16,56,k,0.000399828,TRUE
16,28,k/2,0.000414848,TRUE
16,46,random,0.000458956,TRUE
16,0,0,0.000654936,FALSE
16,60,k,0.000617027,TRUE
16,30,k/2,0.000999212,TRUE
16,32,random,0.000663042,TRUE
16,0,0,0.000374079,FALSE
16,70,k,0.000362873,TRUE
16,35,k/2,0.000535011,TRUE
16,30,random,0.000319004,FALSE
16,0,0,0.000365973,FALSE
16,63,k,0.000345945,TRUE
16,31,k/2,0.000337124,TRUE
16,35,random,0.000342131,TRUE
16,0,0,0.000342131,FALSE
16,57,k,0.000439882,TRUE
16,28,k/2,0.000349045,TRUE
16,56,random,0.000357151,TRUE
16,0,0,0.000364065,FALSE
16,54,k,0.000669003,TRUE
16,27,k/2,0.000577211,TRUE
16,27,random,0.000726938,TRUE
16,0,0,0.000447989,FALSE
16,61,k,0.000447035,TRUE
16,30,k/2,0.000294209,TRUE
16,33,random,0.000261068,TRUE
16,0,0,0.000497341,FALSE
16,63,k,0.000339985,TRUE
16,31,k/2,0.000269651,TRUE
16,23,random,0.000461102,FALSE
16,0,0,0.000528812,FALSE
16,62,k,0.000453234,TRUE
16,31,k/2,0.000477076,TRUE
16,20,random,0.000521898,FALSE
16,0,0,0.000533104,FALSE
16,66,k,0.000590086,TRUE
16,33,k/2,0.000428915,TRUE
16,26,random,0.00051403,TRUE
16,0,0,0.000536919,FALSE
16,54,k,0.000460148,TRUE
16,27,k/2,0.000519037,TRUE
16,19,random,0.000378132,FALSE
16,0,0,0.000538826,FALSE
16,64,k,0.000366211,TRUE
16,32,k/2,0.000371933,TRUE
16,9,random,0.000434875,FALSE
16,0,0,0.000468969,FALSE
16,58,k,0.000312805,TRUE
16,29,k/2,0.000467062,TRUE
16,7,random,0.000426054,FALSE
16,0,0,0.000412226,FALSE
16,66,k,0.000362873,TRUE
16,33,k/2,0.000333786,TRUE
16,15,random,0.000369072,FALSE
16,0,0,0.000459909,FALSE
16,59,k,0.000518084,TRUE
16,29,k/2,0.000467062,TRUE
16,13,random,0.000404835,FALSE
16,0,0,0.000482798,FALSE
16,55,k,0.000583887,TRUE
16,27,k/2,0.000766993,TRUE
16,4,random,0.000366211,FALSE
16,0,0,0.000879288,FALSE
16,60,k,0.000660896,TRUE
16,30,k/2,0.000935316,TRUE
16,21,random,0.000686646,TRUE
16,0,0,0.000524044,FALSE
16,54,k,0.000510931,TRUE
16,27,k/2,0.000607014,TRUE
16,45,random,0.001152039,TRUE
16,0,0,0.000385046,FALSE
16,48,k,0.000384092,TRUE
16,24,k/2,0.000436068,TRUE
16,24,random,0.000369072,TRUE
16,0,0,0.000453234,FALSE
16,50,k,0.000386715,TRUE
16,25,k/2,0.00028491,TRUE
16,42,random,0.000338793,TRUE
16,0,0,0.000506163,FALSE
16,51,k,0.000661135,TRUE
16,25,k/2,0.00041604,TRUE
16,44,random,0.000844002,TRUE
16,0,0,0.000638962,FALSE
16,63,k,0.000615835,TRUE
16,31,k/2,0.000869989,TRUE
16,27,random,0.000354052,TRUE
16,0,0,0.000463724,FALSE
16,62,k,0.000701189,TRUE
16,31,k/2,0.000604153,TRUE
16,36,random,0.000421047,TRUE
16,0,0,0.00040102,FALSE
16,60,k,0.000850916,TRUE
16,30,k/2,0.000466824,TRUE
16,38,random,0.000328779,TRUE
16,0,0,0.000296831,FALSE
16,68,k,0.000428677,TRUE
16,34,k/2,0.000420094,TRUE
16,66,random,0.000333071,TRUE
16,0,0,0.000365019,FALSE
16,62,k,0.000870943,TRUE
16,31,k/2,0.000814915,TRUE
16,28,random,0.000461817,TRUE
16,0,0,0.000333071,FALSE
16,56,k,0.000329971,TRUE
16,28,k/2,0.000334978,TRUE
16,39,random,0.000389099,TRUE
16,0,0,0.000427008,FALSE
16,53,k,0.000326157,TRUE
16,26,k/2,0.000409126,TRUE
16,46,random,0.000399113,TRUE
16,0,0,0.00045085,FALSE
16,57,k,0.000720978,TRUE
16,28,k/2,0.000975847,TRUE
16,3,random,0.000605345,FALSE
16,0,0,0.000427008,FALSE
16,53,k,0.000319958,TRUE
16,26,k/2,0.000370741,TRUE
16,30,random,0.000426292,TRUE
16,0,0,0.000509977,FALSE
16,64,k,0.000409126,TRUE
16,32,k/2,0.000329018,TRUE
16,11,random,0.000383854,FALSE
16,0,0,0.00046587,FALSE
16,51,k,0.00033474,TRUE
16,25,k/2,0.000426054,TRUE
16,51,random,0.000334024,TRUE
16,0,0,0.000447989,FALSE
16,61,k,0.00027895,TRUE
16,30,k/2,0.000621796,TRUE
16,20,random,0.000905037,FALSE
16,0,0,0.000684023,FALSE
16,58,k,0.000485897,TRUE
16,29,k/2,0.001010895,TRUE
16,22,random,0.000392914,FALSE
16,0,0,0.000486851,FALSE
16,61,k,0.000617981,TRUE
16,30,k/2,0.000338078,TRUE
16,23,random,0.00044322,FALSE
16,0,0,0.000360012,FALSE
16,67,k,0.00036025,TRUE
16,33,k/2,0.0004251,TRUE
16,53,random,0.000459671,TRUE
16,0,0,0.000371933,FALSE
16,44,k,0.000422239,TRUE
16,22,k/2,0.000335932,TRUE
16,33,random,0.000356913,TRUE
16,0,0,0.000481844,FALSE
16,65,k,0.000380993,TRUE
16,32,k/2,0.000402927,TRUE
16,61,random,0.000329971,TRUE
16,0,0,0.00028801,FALSE
16,56,k,0.000607967,TRUE
16,28,k/2,0.000494719,TRUE
16,5,random,0.000490904,FALSE
16,0,0,0.000423908,FALSE
16,65,k,0.00058794,TRUE
16,32,k/2,0.000721216,TRUE
16,39,random,0.000475883,TRUE
16,0,0,0.000289917,FALSE
16,53,k,0.000417948,TRUE
16,26,k/2,0.000519753,TRUE
16,37,random,0.000491142,TRUE
16,0,0,0.000665188,FALSE
16,65,k,0.000536919,TRUE
16,32,k/2,0.0004251,TRUE
16,40,random,0.000305176,TRUE
16,0,0,0.000366926,FALSE
16,55,k,0.000408173,TRUE
16,27,k/2,0.000402927,TRUE
16,8,random,0.000351906,FALSE
16,0,0,0.000352144,FALSE
16,67,k,0.000321627,TRUE
16,33,k/2,0.000553131,TRUE
16,54,random,0.0004251,TRUE
16,0,0,0.000543118,FALSE
16,61,k,0.00051713,TRUE
16,30,k/2,0.000509024,TRUE
16,36,random,0.000638247,TRUE
16,0,0,0.000630856,FALSE
16,63,k,0.000595808,TRUE
16,31,k/2,0.000435352,TRUE
16,1,random,0.000370264,FALSE
16,0,0,0.000363111,FALSE
16,59,k,0.000424862,TRUE
16,29,k/2,0.000748158,TRUE
16,45,random,0.000514984,TRUE
16,0,0,0.000444889,FALSE
16,60,k,0.000458956,TRUE
16,30,k/2,0.0004673,TRUE
16,9,random,0.000355005,FALSE
16,0,0,0.000383854,FALSE
16,53,k,0.000435829,TRUE
16,26,k/2,0.000393152,TRUE
16,27,random,0.000329971,TRUE
16,0,0,0.001155853,FALSE
16,53,k,0.000721931,TRUE
16,26,k/2,0.000433922,TRUE
16,6,random,0.000353813,FALSE
18,0,0,0.000488043,FALSE
18,76,k,0.000566006,TRUE
18,38,k/2,0.00056386,TRUE
18,5,random,0.000541925,FALSE
18,0,0,0.000479221,FALSE
18,90,k,0.000603914,TRUE
18,45,k/2,0.000505924,TRUE
18,66,random,0.000339985,TRUE
18,0,0,0.000586033,FALSE
18,73,k,0.000417948,TRUE
18,36,k/2,0.000529289,TRUE
18,44,random,0.000475883,TRUE
18,0,0,0.000445843,FALSE
18,75,k,0.000555038,TRUE
18,37,k/2,0.000509977,TRUE
18,55,random,0.000507116,TRUE
18,0,0,0.000627279,FALSE
18,69,k,0.000628948,TRUE
18,34,k/2,0.000494719,TRUE
18,44,random,0.000494003,TRUE
18,0,0,0.000627995,FALSE
18,76,k,0.000426054,TRUE
18,38,k/2,0.000418186,TRUE
18,40,random,0.000377178,TRUE
18,0,0,0.000619888,FALSE
18,79,k,0.000750303,TRUE
18,39,k/2,0.000528097,TRUE
18,50,random,0.00082469,TRUE
18,0,0,0.000648022,FALSE
18,72,k,0.000653744,TRUE
18,36,k/2,0.000500917,TRUE
18,45,random,0.00070715,TRUE
18,0,0,0.000653982,FALSE
18,78,k,0.000778198,TRUE
18,39,k/2,0.001367092,TRUE
18,66,random,0.00054121,TRUE
18,0,0,0.000618935,FALSE
18,73,k,0.000830889,TRUE
18,36,k/2,0.001107216,TRUE
18,66,random,0.000618935,TRUE
18,0,0,0.000524044,FALSE
18,72,k,0.000590801,TRUE
18,36,k/2,0.000687838,TRUE
18,46,random,0.000561953,TRUE
18,0,0,0.000586033,FALSE
18,76,k,0.000633717,TRUE
18,38,k/2,0.000508785,TRUE
18,56,random,0.000718117,TRUE
18,0,0,0.00062418,FALSE
18,73,k,0.000511169,TRUE
18,36,k/2,0.000505686,TRUE
18,60,random,0.000966787,TRUE
18,0,0,0.000439167,FALSE
18,77,k,0.00109005,TRUE
18,38,k/2,0.000644922,TRUE
18,32,random,0.00064683,TRUE
18,0,0,0.000683069,FALSE
18,75,k,0.000689268,TRUE
18,37,k/2,0.000626087,TRUE
18,25,random,0.000520945,FALSE
18,0,0,0.000622034,FALSE
18,78,k,0.000571012,TRUE
18,39,k/2,0.000443935,TRUE
18,36,random,0.00052309,TRUE
18,0,0,0.000608206,FALSE
18,81,k,0.000522375,TRUE
18,40,k/2,0.000524759,TRUE
18,77,random,0.000615835,TRUE
18,0,0,0.001124144,FALSE
18,79,k,0.000895023,TRUE
18,39,k/2,0.000987291,TRUE
18,23,random,0.000610113,FALSE
18,0,0,0.000622988,FALSE
18,74,k,0.000557184,TRUE
18,37,k/2,0.000442028,TRUE
18,32,random,0.000468016,TRUE
18,0,0,0.000469923,FALSE
18,80,k,0.000538826,TRUE
18,40,k/2,0.000350952,TRUE
18,79,random,0.00041914,TRUE
18,0,0,0.000586987,FALSE
18,73,k,0.000814199,TRUE
18,36,k/2,0.000655174,TRUE
18,11,random,0.000432014,FALSE
18,0,0,0.000537157,FALSE
18,76,k,0.000808954,TRUE
18,38,k/2,0.00058794,TRUE
18,35,random,0.000421047,TRUE
18,0,0,0.000712872,FALSE
18,71,k,0.000720978,TRUE
18,35,k/2,0.00050807,TRUE
18,69,random,0.000569105,TRUE
18,0,0,0.00101614,FALSE
18,82,k,0.000996113,TRUE
18,41,k/2,0.000521898,TRUE
18,5,random,0.000746012,FALSE
18,0,0,0.000569105,FALSE
18,72,k,0.000408888,TRUE
18,36,k/2,0.00075984,TRUE
18,33,random,0.001039028,TRUE
18,0,0,0.00063014,FALSE
18,78,k,0.001217127,TRUE
18,39,k/2,0.001235962,TRUE
18,44,random,0.000951052,TRUE
18,0,0,0.000313759,FALSE
18,85,k,0.00049901,TRUE
18,42,k/2,0.000386,TRUE
18,50,random,0.000220776,TRUE
18,0,0,0.000711203,FALSE
18,74,k,0.000676155,TRUE
18,37,k/2,0.000767946,TRUE
18,12,random,0.000633717,FALSE
18,0,0,0.000628948,FALSE
18,78,k,0.000784159,TRUE
18,39,k/2,0.000459909,TRUE
18,27,random,0.000484943,FALSE
18,0,0,0.000336885,FALSE
18,88,k,0.000762939,TRUE
18,44,k/2,0.000599146,TRUE
18,25,random,0.000638008,FALSE
18,0,0,0.000580072,FALSE
18,58,k,0.000952005,TRUE
18,29,k/2,0.000625849,TRUE
18,54,random,0.000654936,TRUE
18,0,0,0.000545979,FALSE
18,80,k,0.000910044,TRUE
18,40,k/2,0.000709295,TRUE
18,28,random,0.000576973,FALSE
18,0,0,0.00045085,FALSE
18,78,k,0.000486374,TRUE
18,39,k/2,0.000590086,TRUE
18,8,random,0.000540972,FALSE
18,0,0,0.000617981,FALSE
18,79,k,0.000693083,TRUE
18,39,k/2,0.000551224,TRUE
18,39,random,0.000571966,TRUE
18,0,0,0.000841856,FALSE
18,75,k,0.000932932,TRUE
18,37,k/2,0.000937939,TRUE
18,51,random,0.000566006,TRUE
18,0,0,0.000648975,FALSE
18,79,k,0.000711203,TRUE
18,39,k/2,0.000789881,TRUE
18,39,random,0.000699997,TRUE
18,0,0,0.000860929,FALSE
18,68,k,0.001673937,TRUE
18,34,k/2,0.000705957,TRUE
18,68,random,0.001058817,TRUE
18,0,0,0.000533104,FALSE
18,80,k,0.000433207,TRUE
18,40,k/2,0.000625134,TRUE
18,71,random,0.000452995,TRUE
18,0,0,0.000729799,FALSE
18,77,k,0.000571251,TRUE
18,38,k/2,0.000475883,TRUE
18,52,random,0.000754833,TRUE
18,0,0,0.000724077,FALSE
18,71,k,0.000533104,TRUE
18,35,k/2,0.000694036,TRUE
18,22,random,0.000729084,FALSE
18,0,0,0.000456333,FALSE
18,70,k,0.000478029,TRUE
18,35,k/2,0.000430107,TRUE
18,5,random,0.001035929,FALSE
18,0,0,0.000777006,FALSE
18,86,k,0.000677824,TRUE
18,43,k/2,0.000614882,TRUE
18,50,random,0.000578165,TRUE
18,0,0,0.000680208,FALSE
18,81,k,0.000763893,TRUE
18,40,k/2,0.00071311,TRUE
18,55,random,0.000655174,TRUE
18,0,0,0.000720024,FALSE
18,90,k,0.001009226,TRUE
18,45,k/2,0.000731945,TRUE
18,23,random,0.00071907,FALSE
18,0,0,0.000653028,FALSE
18,72,k,0.000968933,TRUE
18,36,k/2,0.000438929,TRUE
18,34,random,0.000658989,TRUE
18,0,0,0.000451088,FALSE
18,72,k,0.000751019,TRUE
18,36,k/2,0.000798941,TRUE
18,31,random,0.000504971,TRUE
18,0,0,0.000634909,FALSE
18,86,k,0.000444174,TRUE
18,43,k/2,0.000559092,TRUE
18,79,random,0.000532866,TRUE
18,0,0,0.000815868,FALSE
18,77,k,0.000657797,TRUE
18,38,k/2,0.000887871,TRUE
18,3,random,0.000437975,FALSE
18,0,0,0.000460863,FALSE
18,79,k,0.00068593,TRUE
18,39,k/2,0.000723124,TRUE
18,28,random,0.000972986,FALSE
18,0,0,0.000714064,FALSE
18,71,k,0.000898123,TRUE
18,35,k/2,0.000673056,TRUE
18,35,random,0.001085997,TRUE
18,0,0,0.000491858,FALSE
18,81,k,0.000584841,TRUE
18,40,k/2,0.000512838,TRUE
18,52,random,0.000613928,TRUE
18,0,0,0.00057888,FALSE
18,67,k,0.00048995,TRUE
18,33,k/2,0.000556946,TRUE
18,24,random,0.000680208,FALSE
18,0,0,0.00057292,FALSE
18,72,k,0.000765085,TRUE
18,36,k/2,0.000761271,TRUE
18,13,random,0.000762224,FALSE
18,0,0,0.000602722,FALSE
18,71,k,0.000467062,TRUE
18,35,k/2,0.000468969,TRUE
18,12,random,0.000571966,FALSE
18,0,0,0.000848055,FALSE
18,78,k,0.000625849,TRUE
18,39,k/2,0.000468969,TRUE
18,0,random,0.000773907,FALSE
18,0,0,0.00090003,FALSE
18,75,k,0.001436234,TRUE
18,37,k/2,0.000864029,TRUE
18,25,random,0.00043273,FALSE
18,0,0,0.000631809,FALSE
18,83,k,0.00078392,TRUE
18,41,k/2,0.000859022,TRUE
18,11,random,0.000786066,FALSE
18,0,0,0.000926018,FALSE
18,72,k,0.000868797,TRUE
18,36,k/2,0.001842022,TRUE
18,17,random,0.000782967,FALSE
18,0,0,0.000777006,FALSE
18,74,k,0.000838995,TRUE
18,37,k/2,0.000760794,TRUE
18,21,random,0.000607967,FALSE
18,0,0,0.000874043,FALSE
18,84,k,0.001159906,TRUE
18,42,k/2,0.000717163,TRUE
18,10,random,0.000790834,FALSE
18,0,0,0.000444889,FALSE
18,73,k,0.000625849,TRUE
18,36,k/2,0.00069809,TRUE
18,6,random,0.000703096,FALSE
18,0,0,0.000642061,FALSE
18,63,k,0.000828028,TRUE
18,31,k/2,0.000597,TRUE
18,12,random,0.000558853,FALSE
18,0,0,0.000458002,FALSE
18,82,k,0.000725985,TRUE
18,41,k/2,0.000540972,TRUE
18,78,random,0.000419855,TRUE
18,0,0,0.000592709,FALSE
18,73,k,0.000792742,TRUE
18,36,k/2,0.000701904,TRUE
18,72,random,0.000522137,TRUE
18,0,0,0.000916004,FALSE
18,76,k,0.001222134,TRUE
18,38,k/2,0.000764847,TRUE
18,18,random,0.000888109,FALSE
18,0,0,0.000658989,FALSE
18,79,k,0.000607967,TRUE
18,39,k/2,0.000545979,TRUE
18,14,random,0.000488758,FALSE
18,0,0,0.000475883,FALSE
18,71,k,0.000667095,TRUE
18,35,k/2,0.000756025,TRUE
18,26,random,0.00056386,TRUE
18,0,0,0.000645876,FALSE
18,76,k,0.000795126,TRUE
18,38,k/2,0.000591993,TRUE
18,70,random,0.000752926,TRUE
18,0,0,0.00054121,FALSE
18,80,k,0.000538111,TRUE
18,40,k/2,0.000438929,TRUE
18,68,random,0.000412226,TRUE
18,0,0,0.001091003,FALSE
18,77,k,0.000643015,TRUE
18,38,k/2,0.000990152,TRUE
18,18,random,0.000696182,FALSE
18,0,0,0.000541925,FALSE
18,74,k,0.000602245,TRUE
18,37,k/2,0.000747204,TRUE
18,40,random,0.000504255,TRUE
18,0,0,0.000580072,FALSE
18,81,k,0.000828743,TRUE
18,40,k/2,0.000774145,TRUE
18,1,random,0.000457048,FALSE
18,0,0,0.000454187,FALSE
18,75,k,0.000989199,TRUE
18,37,k/2,0.001257896,TRUE
18,2,random,0.000423908,FALSE
18,0,0,0.000388145,FALSE
18,76,k,0.000767231,TRUE
18,38,k/2,0.000789881,TRUE
18,4,random,0.000579119,FALSE
18,0,0,0.00053668,FALSE
18,74,k,0.000430822,TRUE
18,37,k/2,0.000540972,TRUE
18,6,random,0.000774145,FALSE
18,0,0,0.000842333,FALSE
18,75,k,0.000674248,TRUE
18,37,k/2,0.000675201,TRUE
18,61,random,0.000873089,TRUE
18,0,0,0.00052309,FALSE
18,77,k,0.000607014,TRUE
18,38,k/2,0.000585079,TRUE
18,31,random,0.000517845,TRUE
18,0,0,0.00118494,FALSE
18,78,k,0.000939131,TRUE
18,39,k/2,0.000478029,TRUE
18,45,random,0.000618935,TRUE
18,0,0,0.000488043,FALSE
18,68,k,0.000597,TRUE
18,34,k/2,0.000576019,TRUE
18,58,random,0.000561714,TRUE
18,0,0,0.000483751,FALSE
18,76,k,0.000551939,TRUE
18,38,k/2,0.000557184,TRUE
18,7,random,0.000571966,FALSE
18,0,0,0.000711918,FALSE
18,71,k,0.000677824,TRUE
18,35,k/2,0.000840902,TRUE
18,42,random,0.000660896,TRUE
18,0,0,0.000240088,FALSE
18,71,k,0.000806808,TRUE
18,35,k/2,0.000535965,TRUE
18,49,random,0.000786304,TRUE
18,0,0,0.000436068,FALSE
18,81,k,0.000966787,TRUE
18,40,k/2,0.000880718,TRUE
18,66,random,0.000576019,TRUE
18,0,0,0.00057292,FALSE
18,72,k,0.000614882,TRUE
18,36,k/2,0.000352859,TRUE
18,46,random,0.000615835,TRUE
18,0,0,0.000568867,FALSE
18,84,k,0.001008034,TRUE
18,42,k/2,0.000582933,TRUE
18,42,random,0.000493765,TRUE
18,0,0,0.0003438,FALSE
18,76,k,0.000550985,TRUE
18,38,k/2,0.000778913,TRUE
18,7,random,0.0004251,FALSE
18,0,0,0.000748158,FALSE
18,73,k,0.000627995,TRUE
18,36,k/2,0.000573874,TRUE
18,70,random,0.000915766,TRUE
18,0,0,0.000810862,FALSE
18,60,k,0.00077486,TRUE
18,30,k/2,0.000740051,TRUE
18,14,random,0.000922203,FALSE
18,0,0,0.0011971,FALSE
18,72,k,0.000674963,TRUE
18,36,k/2,0.00105691,TRUE
18,7,random,0.000682354,FALSE
18,0,0,0.000581026,FALSE
18,65,k,0.000843048,TRUE
18,32,k/2,0.000513077,TRUE
18,26,random,0.000431776,TRUE
18,0,0,0.000942945,FALSE
18,76,k,0.000732899,TRUE
18,38,k/2,0.000466108,TRUE
18,57,random,0.000688314,TRUE
18,0,0,0.000431776,FALSE
18,69,k,0.000547171,TRUE
18,34,k/2,0.000544786,TRUE
18,63,random,0.000635147,TRUE
18,0,0,0.000558853,FALSE
18,74,k,0.000656843,TRUE
18,37,k/2,0.000364065,TRUE
18,73,random,0.000695944,TRUE
18,0,0,0.000591755,FALSE
18,78,k,0.000602961,TRUE
18,39,k/2,0.000625849,TRUE
18,51,random,0.000585079,TRUE
18,0,0,0.000784874,FALSE
18,72,k,0.000469685,TRUE
18,36,k/2,0.000771761,TRUE
18,71,random,0.000823259,TRUE
18,0,0,0.000749826,FALSE
18,66,k,0.00088501,TRUE
18,33,k/2,0.000557184,TRUE
18,50,random,0.000658989,TRUE
18,0,0,0.000457048,FALSE
18,80,k,0.00052619,TRUE
18,40,k/2,0.000613928,TRUE
18,55,random,0.000402212,TRUE
18,0,0,0.000857115,FALSE
18,74,k,0.000938892,TRUE
18,37,k/2,0.000739098,TRUE
18,59,random,0.000801086,TRUE
18,0,0,0.000760078,FALSE
18,75,k,0.000627041,TRUE
18,37,k/2,0.000725031,TRUE
18,42,random,0.00055027,TRUE
18,0,0,0.000457048,FALSE
18,81,k,0.000555992,TRUE
18,40,k/2,0.000716925,TRUE
18,21,random,0.000453234,FALSE
18,0,0,0.001593828,FALSE
18,73,k,0.001208067,TRUE
18,36,k/2,0.001225948,TRUE
18,30,random,0.000458002,TRUE
18,0,0,0.000443697,FALSE
18,99,k,0.000902891,TRUE
18,49,k/2,0.000626802,TRUE
18,99,random,0.000468969,TRUE
18,0,0,0.00069499,FALSE
18,71,k,0.000669956,TRUE
18,35,k/2,0.000671148,TRUE
18,37,random,0.00095582,TRUE
18,0,0,0.000750303,FALSE
18,74,k,0.000617027,TRUE
18,37,k/2,0.00058198,TRUE
18,66,random,0.00044179,TRUE
18,0,0,0.000524044,FALSE
18,102,k,0.000764847,TRUE
18,51,k/2,0.000745058,TRUE
18,1,random,0.000561953,FALSE
18,0,0,0.000620127,FALSE
18,66,k,0.000535965,TRUE
18,33,k/2,0.000568151,TRUE
18,49,random,0.000555992,TRUE
18,0,0,0.000512123,FALSE
18,78,k,0.000504971,TRUE
18,39,k/2,0.000892162,TRUE
18,76,random,0.000657797,TRUE
18,0,0,0.000695944,FALSE
18,74,k,0.000740051,TRUE
18,37,k/2,0.000710964,TRUE
18,43,random,0.000542164,TRUE
18,0,0,0.000547886,FALSE
18,80,k,0.000711918,TRUE
18,40,k/2,0.000559092,TRUE
18,75,random,0.000603199,TRUE
18,0,0,0.000731945,FALSE
18,81,k,0.000584841,TRUE
18,40,k/2,0.001035929,TRUE
